Timestamp,Discord Name,Your Display Name,Anniversary Message Submission,Art Submission,Your Takodachi's Name,Your Takodachi's Description,Your own Takodachi!,Submission and Surprise,Select your 1st Favorite Stream,Message for your 1st Favorite Stream,Select your 2nd Favorite Stream,Message for your 2nd Favorite Stream,Select your 3rd Favorite Stream,Message for your 3rd Favorite Stream
8/30/2025 3:13:30,cuttlefishina,イカ^10,"Happy anniversary to Ina!!
——ika．1024  2025",https://drive.google.com/open?id=1kf9dJ2CKWlv35W4Ty39UViCpwD8mKxlT,ika．1024,,https://drive.google.com/open?id=1gu44BjXDx7CdcMRxWB6Vy7gebz4Lf8yw,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the Takogacha minigame",【3D LIVE】『EVERMORE』 Ninomae Ina'nis Birthday Live 2025 #EvermoreLIVE --> 2025-05-21T03:11:17Z,"This is the first birthday stream I’ve watched all the way through! I really loved the outfit transition when Ina sang 『すずめ』
Because of the timing, I even ended up finishing it while at work, lol",,,,
8/30/2025 5:12:57,Suzuri,Suzuri,Happy 5th Anniversary Ina!!! 5 years of being miraculously preserved. Here's to the future of more our comfy priestess!!!,,,,,Website Only Submission,,,,,,
8/30/2025 19:20:36,drizzle021,drizzle,,https://drive.google.com/open?id=1czFKFDRSZlZd_sjuQfBZVtjLacqGfzrd,,,,"Website Only Submission, Artwork submission for the 1st surprise",,,,,,
8/31/2025 4:31:44,v4vantablack,Vantablack,"Five years of good times
Five kilos more tako eat
Five jars of cookies

Five years already? Time warden flies fast.. From smol Myth VR, to you guys meeting each other, performing at Fes, having your own 3D Live, and even appearing at the Dodgers! It's been wild.

Thank you for everything Ina. For staying here with us despite all ups and downs. I hope you're as happy as we are watching you, hope you always be healthy (maybe cut back a bit on the Blue Tako consumption lol). Here's to more, WAH!",,,"Category: Fishing Bait (Conditional)
Attributes: Moody / Squishy

""A versatile bait effective for attracting a wide variety of fish species. Prior to casting it as bait, one must first offer the Tako a cookie. Without it, the creature will promptly retreat to its nest, curl up, and fall into a deep sleep, making it unsuitable for fishing.

Note: Experienced anglers advise keeping a small pouch of cookies on hand, in case the Tako refuses to cooperate at a crucial moment.""",https://drive.google.com/open?id=1dpJxNz4uGZXURQUZ996Hwglv9U9oRltD,"Website Only Submission, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【COLLAB】 With Henya!!! My Brain Is Not Big Enough So We'll Play Some Sports Heh --> 2023-06-10T02:37:40Z,"Still remember this one since it sent my sides into orbit, lmao. You and Henya clicked so well, such an amazing collab!","【CHAT】 ""The Thumbnail Was a Spoiler??""....""Always Has Been"" --> 2023-12-10T23:13:10Z","Though each of your 3D Lives was astonishing and unique in each own way, Neverland Paradox holds a special place in my heart. The monochrome concept was amazing, and that Gunjou closing, when the world came to color and everyone's singing together left me speechless. It's peak.",【FFXVI】 Do You Know....LAHEE? 【#1】 --> 2023-07-08T03:13:33Z,"One of my favorites long stream series from you. It was a great game, and it's really fun to watch your reactions to it. (Also thanks to this, ""miraculously preserved"" was born, lol). Hopefully we can get more long stream series from you once things calm down!"
8/31/2025 8:03:29,popop,Popop,Happy anniversary Ina. Good job on the concert and Ina being bring so much happiness to our hearts.,https://drive.google.com/open?id=1T3RfID1lvixI325xKkL51YJP5z-q-rU2,popop,"Category: Mastering the 8th WAH (we adore her(
Attributes: Passionate / smart

A devout follower of the priestess. This Tako draws fan art whenever. My drawing powers from the void. A power that comes from the unknown.

Class: Wizard
Attributes: fat / bouncy 

“A tako famous for its wise decisions. This Tako is a researcher of the door to darkness.  I use the ways of the bounce to learn ways of the ancient ones. This Tako is very determined to learn and may inspire other Takos as well ",,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【Ender Lilies】 Begin! 【#1】 --> 2021-08-18T01:03:10Z,This was the beginning of the WAH having a deeper meaning and having many  acronyms.  The stream where the WAH evolved ,【Pikmin 4】 For Real For Real 【#1】 --> 2023-07-28T01:01:57Z,The fun part seeing the pikmin getting squished and then the chat spamming the ghost tako emote. The stream was truly dandori,HAPPY 2nd ANNIVERSARY!!!!!!!!!!! #Tako2sDay --> 2022-09-13T23:17:10Z,This touched my heart because of Ina's letter. It was very sweet  and the memorable moment was past Ina made her cry that was very cute.  This was the stream  made her my kamioshi.
8/31/2025 8:15:12,huros,Huros,"Another year with the best priestess, you're the best.
P.S.: I think I'm turning more purple with age.",,,"Category: Sharing Heater
Attributes: Warm /confy


A tako that turned into a soft, warm blanket. He loves cuddling with other takos, rainy afternoons, and movie nights.

He always stays clean because he feeds on the cookie crumbs and milk stains that fall on him.",https://drive.google.com/open?id=1pF2Qr7a6zN8zuGfY6OU93XyKY42nQEqR,"Website Only Submission, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【DRAWING】 INADACEMY SPECIAL #3: THE OTHER DIMENSION --> 2023-09-20T23:46:19Z,"I can't put into words how cute smol iNa is, and I can't help but smile when I see her litte dance.",『VIOLET』 - Ninomae Ina'nis --> 2021-08-04T21:00:11Z,"The first original song, and it couldn't have been a better start. I've listened to it countless times, and it will always seem flawless to me. STEAM VIOLET, MECONOPSIS and TEMARI",【COLLAB】 DID SOMEBODY SAY CHAOS w/ @holoen_ceciliaimmergreen 【STRANGER OF PARADISE】 ※SPOILER WARNING --> 2025-03-30T01:00:06Z,My two Oshis in the same stream? The perfect mix with a little chaos. I hope there are more opportunities for more collaborations.
8/31/2025 11:46:16,Chumbeque ,Chumbeque ,"We Are Happy! Its been such an amazing time with the priestess and the takos! I'm so grateful Ina. Without you my life will be nothing. THANKS 

-Chumbeque 2025",,Chumbeque ,"Class: Support
Attributes: Timid / Squishy

""A very shy Tako who struggle to speak until help is needed specially for the priestess and his fellows takodachis""",,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【Pikmin 4】 They Told Me I Could Become Anything So I Became Dandori Master....But At What Cost 【#4】 --> 2023-08-18T02:24:17Z,I pick these one not because i think the Pikmin 4 streams were absolute peak. But also cause i did a little silly comment and Ina aka the Dandori master replied with a memorable moment! Hehe. I really love her sense of humor ,【3D LIVE】『EVERMORE』 Ninomae Ina'nis Birthday Live 2025 #EvermoreLIVE --> 2025-05-21T03:11:17Z,"All of Ina's lives are beautiful and i love them. But i couldn't contain my tears when she sang Kaine... Everything was so perfect, her graceful dance moves, her soothing voice... I still go back to listen it and i always get emotional. That was a very important song for me and Ina added more importance to it.",【DRAWING】 INADACEMY SPECIAL #1: DEFEAT PAST INA --> 2023-09-18T02:48:19Z,"Ina talked about how certain jokes she made were nothing more than jokes and that she also didn't know much about the direction she wanted to take with her content in her debut. When people say that Ina restricts her personality or she wore a facade, that she is ""wild"" or horny in secret I tend to get sad. For me Ina is someone very authentic, so remember this honest moment of her"
8/31/2025 16:13:25,Gathog,Gathog,"Dear Ina,

Congratulations to your 5th Anniversary.

Thank you for all these years.
Your streams are always so nice and chill to watch.
Also it's great to see how much you've developed over time, you truly deserve to be called an Idol.
Not only for your singing and dancing, but also for inspiring others to work on themselves and follow their dreams.

I wish you all the best, great health and lots of fun with anything you do in the future :)",,Takonfect,"Category: Confectioner
Attributes: Shy / Chubby

""Inspired by Ina's cooking, this Tako learned the arts of baking all kinds of sweets.
Its goal is to find the ultimate cookie recipe and use it to supply their fellow Takos.""",,"Website Only Submission, Takodachi submission for the 2nd surprise, Stream messages submissions for the 3rd surprise",What's Ina Cooking?!!? #LetInaCook --> 2024-03-30T22:10:30Z,"This, along with your following birthday merch, got me into baking.
Super adorable outfit and the cookie toggle just wants you to melt away. (57:35)
Also it's always nice to see the creativity of the other takos when it's about guessing the new outfit.",【#ホロサマ歌枠リレー】SUMMER SONG SING SONG SUMMER SONG!!! --> 2023-07-30T00:03:27Z,"I love to listen to you whenever you sing.
It's also just great to see that you seem to have a lot of fun with it :)",【COLLAB】 With Henya!!! My Brain Is Not Big Enough So We'll Play Some Sports Heh --> 2023-06-10T02:37:40Z,"It's always nice to watch whenever you interact with others.
Your clever and quick responses and reactions to various things (like the book discussion here at 5:40) are always so funny to watch.
Also you're always calm and never end up raging, even in situations which most people get to swear (like the own goal).
Thank you for always being to wholesome."
9/1/2025 1:58:30,Kyokyo718,KyoKyo,💜,https://drive.google.com/open?id=1fdK0rlg8uDqn4xaNRGa5eoaNtcTlpPts,,,,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",,,,,,
9/1/2025 3:43:51,scarletalean,Ren,"Happy 5th anniversary Ina!!! Thank you for bringing us joy and comfort over the past 5 years! This anniversary might feel a little different, but I hope you are doing well and taking good care of yourself! Noticed you involved in so many projects and collabs this year so I hope you are getting the rest you deserve. Thanks again for everything Ina!!! WAH!!!",,Takoband,"Category: Head Accessory 
Attributes: Parasitic 

""A Tako that disguises itself as a hairband, quietly perching atop its host's head. Occasionally, it will manipulate its host to create more of its kinds and distribute them to random people, especially those who gather during certain fes. Those who wear the ‘Takoband’ (willingly) soon find themselves...changed. Converted. ONE OF US!""

""World Domination for the Priestess! WAH!""",https://drive.google.com/open?id=1HtqshiNOVEf9JowIXmGIayrySFNdIpC-,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",Nintendo Direct Feb 2022 Watchalong! ※Not a Mirror Stream --> 2022-02-09T23:26:03Z,"Old but classic. Never forget. 
TOMORROW!",【AmiAmi】July Special Stream with...Oreno...?! Flare?!!? --> 2025-07-21T03:12:23Z,"Ore No Ina & Flare!!! 
Both are my oshi in EN & JP, always hoping you two will interact more and you did!!!",【Minecraft】 HNY!!! --> 2020-12-31T22:33:45Z,"Feeling nostalgic...
This was the stream where I got my very first YouTube membership! Looking back, I kinda wish I had joined even earlier XD"
9/1/2025 9:38:44,Rey Rey,Reyk,"Happy 5th Anniversary Ina!! 10Q so much for all of the comfiness and inspiration you brought for all of us takos over the 5 years. And to us takos, you'll always be our cool and awesome Yuusha Ina, regardless of when you holding a pen, a game controller, or just simply be yourself!! Because you have brought so much motivation to follow that path of what you're doing now, believing that's what Ina would do!! So have a wonderful day, take care of yourself, as always and keep doing what you love!!",https://drive.google.com/open?id=1fjDuU4isKXhEMFgAKMTmDlFIGxEUy79o,We Are Wahn,"Category/Class: Legion
Attribute: Metallic Taste/ Unity

""A bunch of takos, who got inspiration from old traditional Sentai, Yuusha Ina, and Inside Out(lol), decided one day that they should build a robot and name it Takozord(international copyright laws won't allow them to use the name Megazord..)They believe that through unity, combination of braincells and all for one, it would help them achieve much more cookies, togethaa",https://drive.google.com/open?id=1KVPdLVkmzFCYzeASZ1LQ_eLIO4oX3goL,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【LET'S WATCH】Color Out of Space Watchalong! --> 2020-09-25T01:24:08Z,"This is some of your first ever stream that i've ever watched that were the most memorable to me till now. I still remembered back then i was like:""wow, she knows Color Out of Space, that was so cool"" and there was so much fun watching the move along with you and many other takos. This is one of my first step of becoming a tako, and i always cherish this a lot (= w=)9",【DRAWING】 Nier....Far...Wherever You Are... --> 2021-04-14T19:42:13Z,"To me, this is one of your best drawing streams that i have ever watched, and i mean both parts. Because it compiled many cool aspects of you in your drawing stream that me and many other takos adore. From the comfiness, to some of the best art tips that you have ever give, both technically and mentally, to some of the random but so, so cute moments where you played Otamatone. All is so peak",【CHAT】 Short Chat Before Fes Week!!! --> 2024-03-10T22:18:58Z,"This one is my personal favourite. It's a normal zatsu stream, but this is my first time to decide to go from a lurker to join the chat, because i decided to want to do something more than just watching. I have never typed in any chat of all streamer i watched before, so i still remember how nervous i was(lol) I guess it's your magic, Ina, to inspire others to do things they though never could "
9/1/2025 11:08:47,eyeye_hs,Eyeye,"Happy 5th year Ina! It's been a very very long time, as one of the million tako that are inspired and picked up drawing because of you, thank you for being there!
Let's continue our task of world domination! WAH!
-Eyeye",https://drive.google.com/open?id=1xGJr8zVpYu7t6Qld-lQ42UgDgpzYICAF,Eyeye,,,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【Minecraft】Have you heard of WATSON RAILWAY?! --> 2020-10-22T06:58:59Z,Not only this one but all Ina's minecraft streams!,【3D LIVE】『EVERMORE』 Ninomae Ina'nis Birthday Live 2025 #EvermoreLIVE --> 2025-05-21T03:11:17Z,I'm wordless of how amazing you made for this birthday live!!!,【DRAWING】 Gesture Drawing + Doodles #20 --> 2021-03-28T23:10:05Z,Maybe we can do some more.. maybe??! #inacademy
9/1/2025 14:07:05,jhowo,jhowo,Wahhh!  looking back at what I drew for the 1st anniversary... I've grown ᕦ(ò_óˇ)ᕤ,https://drive.google.com/open?id=1kgd30DRsqj9f1uE1ywc7njP0IiAuzP26,,,,"Website Only Submission, Artwork submission for the 1st surprise, Stream messages submissions for the 3rd surprise",【Hollow Knight】 Thumbnail You Can Hear 【#3】 --> 2021-02-11T02:27:42Z,Soul Master killed on first try... This is where I learned the priestess is a gamer,【TTRPG】 Meet Yuul B. Alwright TUTORIAL EDITION --> 2021-06-16T00:41:20Z,"First learning what a TTRPG is, I can still recall how immersed I was in that summer in the world Ina and girls gave me",【#takornament】 Tis the Season of Cookies --> 2023-12-24T23:51:34Z,I drew the cactus!
9/1/2025 14:13:40,cyber_toast,Cyber Toast,"Happy 5th anniversary, Ina! During these 5 years, we have seen you grow from a shy soft-spoken t̶a̶k̶o human to an amazing singer and lovable dork. Your influence has truly changed our lives for the better, and we must spread this influence to everyone! World DomINAtion!!!",,,,https://drive.google.com/open?id=16nEhs5jDsZElEdB2HAT73cqXjbCqHROT,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【Super Bunny Man】 OI OI OI --> 2021-09-26T00:04:04Z,"I love the banter between Ina and Sana, and I wish we could have seen more of them together. The coffee debate was also really funny and it was probably where Ina was the most heated out of all of her streams. lol",【Hades】Deja Vu --> 2020-10-17T03:02:11Z,"This stream introduced me to on of my favorite games, and I am excited to see if she will stream the sequel on its full release!",【Mario Kart】ZOOM --> 2020-10-04T22:00:59Z,"This was her first stream that I have watched live, and from that point on, I vowed to keep supporting her!"
9/1/2025 15:42:39,@hoshisera,Hoshizora Sera,WAH! Happy 5th Anniversary. You have been one of my favorite streamers since I got into vtubers through Calli. It's been a long journey and you've shown so brightly over the years. I love watching you perform and I can't wait to see even more from you! ,https://drive.google.com/open?id=13XAZD2ZQpUA25wvAzd75ZyNPhxpB0Vmz,,,,"Website Only Submission, Artwork submission for the 1st surprise, Stream messages submissions for the 3rd surprise",【Elden Ring】 WOW【SPOILER WARNING】【#18】 --> 2022-05-19T01:20:50Z,"It was so fun to watch you get better in real time as you learned the ""dances"" of each boss! ",『TEMARI』 - Ninomae Ina'nis --> 2025-03-13T23:00:07Z,Your songs are always amazing and listening to you sing is one of my favorite things to do!,【POKEMON VIOLET】I DIDN'T KNOW THIS DAY WOULD ARRIVE 【#12】 --> 2025-06-27T00:09:28Z,CHOCOBIIIIIII
9/1/2025 20:33:59,Discord: yumi.hoshio,ゆみ,"WAH! Happy Anniversary~! You were the very first one that I discovered Hololive through, and all n all I'm so grateful you're my Special Oshi! You'll always hold a special place in my heart, and I love you so very much~ I'm the happiest Takodachi alive among with all the others Takodachi! Again, congrats on your 5th Anniversary, and I can't wait to keep seeing more you, WAH!",,,,,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",,,,,,
9/2/2025 2:15:10,KiwiNeko7,KiwiNeko,"Happy 5th Anniversary Ina! Thank you always for your hard work and being an uplifting, ""grossly incandescent"" \[T]/, presence for so many fans like me!",,KiwiNeko,"Class: Catto
Attributes: Potato, Patient, Otaku

""This Tako dreams of attending HoloFes in-person someday to cheer on all the talents and witness the hype. Thus far his work schedule as an internal medicine resident has not been cooperative. Nevertheless, he remains hopeful for next year and prays to the gacha gods for favorable scheduling!""",https://drive.google.com/open?id=1wMw9taQO1yuLAfG574TKMKsKsUYhBelK,"Website Only Submission, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【Stray】If You Thought the Title Would Be CAT CAT CAT You Are Correct 【#3】 --> 2022-07-27T01:09:08Z,MEOW MEOW,【Elden Ring: Shadow of the Erdtree】 FOUUUUL TARNISHEEEDDdddd 【SPOILER WARNING】【#3】 --> 2024-07-19T01:15:21Z,"Anime finish with the stylish Rellana parry! Ina's calm, studious, determined approach to gaming translates so well to prowess in games like Elden Ring.",【ELDEN RING: NIGHTREIGN】Foolish Ambitions Never Rest --> 2025-06-01T07:22:32Z,More anime finish w/ the Wylder ult on Gladius! The Nightreign collab streams are hella fun to watch. 
9/2/2025 6:14:14,Arthaen,Arthain,"Happy 5th Anniversary Ina! Five years ago you came into my life and brought and with it a measure of peace and happiness I hadn't felt in a long time. Your comfortable streams, soft voice and wonderful personality has helped me through many a dark times. Thank you so much for being here and for being you. Here's to hopefully many more years!",,Arthain,"Class: Caster
Attributes: Reliable / Soft

""No matter the pain, no matter the difficulty, even as the scars accumulate this Tako always gets the job done. The soft, malleable form allows it to adapt to nearly any situation that comes their way, although it'd really rather just relax and roll around in a bed as soft as they are.""",https://drive.google.com/open?id=1R4JqP9YxLmh3kwJijGVL0QSJyxPaMMFG,"Website Only Submission, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise","【Call of Cthulhu】Hello, Hello --> 2020-10-07T01:17:25Z","The first game you finished and the first you played. You were just getting started and we were just getting to know you. Perhaps it's the rose-tinted glass of nostalgia, but there's just this charm to the entire thing that left an endearing impression on me that I remember to this day. The more you stream the more streams I forget, but this one? It'll always have a place in my heart.",【DRAWING】Gesture Drawing + Doodle #1 --> 2020-10-11T22:49:02Z,"This is more for all of the drawing streams. They were a staple part of your channel for quite some time. I miss them. I understand why you don't do them anymore, you've explained it but... I did very much enjoy them. Even if there isn't much in the way of talking, watching a piece of art come to life was amazing. And you always created very expressive and detailed pieces.",【ENigmatic Recollection】 That Time I Didn't Get Reinacarnated as a Slime 【#1】 --> 2024-09-01T08:08:51Z,"Enigmatic Recollection was an amazing adventure to watch. Seeing you interact with everyone and carve out your own niche amidst the chaos that was Hololive English never failed to make me smile. I've always loved the 'Straight Man/Woman' archetype since I relate so much,. You were a calm rock in that storm, with just enough spikes to make things interesting for those that came to rest upon you."
9/2/2025 12:48:49,yanagiarisa,yanagiarisa,Happy 5th WAH Ina!! May you always be miraculously preserved for more years! 🐙,https://drive.google.com/open?id=1EcTWwVU0p4LkhE4PJBm4ayPXNGAkZJ_H,yanagiarisa,"Category: Onigiri Enthusiast 
Attributes: Airhead but loyal, likes to munch

A loyal follower of the cult and its priestess. Will give free handmade onigiris to fellow takos and ina with a side of calpico. Will be commonly seen in a box swiping credit cards for their waifu and husbandos while eating onigiri",,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【hololive Treasure Mountain】Sound the Horns Ina is Alive!!!! --> 2025-08-08T01:07:43Z,"Along with other games our priestess plays, I always get so hooked in playing them but this one definitely tops everything! Thank you always Ina for introducing so many good games! 🐙",【DRAWING】 My Favorite CHOYA Drink Turned Into Cute Characters?!!! --> 2024-02-07T00:38:49Z,This was fun to watch as i was drinking a choya drink! The process of character designing for each flavor was very intriguing to watch! Thank you for your wisdom! 🐙,【Big Brain Academy】 I Can Count the Number of Braincells I Have With One Hand I Know It’s Not a Lot --> 2021-12-07T02:23:22Z,I was amazed by how our priestess is in this game and it actually convinced me to play the game myself! Its always nice seeing how you think and approached the questions! It will be a game I will play with my nieces and nephews! 🐙
9/2/2025 19:20:07,neminem0,Neminem,"Hi Ina! I hope you are doing well! I look forward to another year of fun with you! Thank you for everything you have done for us!
- Neminem 2025",,Patter Of Takos,"Category: Tako Patter
Attributes: Squishy, Cuddly, & Multiple Hands for Patting Tako Heads

When Ina doesn't have time to pat the tako heads, this tako pats the tako heads until Ina returns. Will grow more hands depending on Tako Headpat demands. When not patting takos, this tako uses the hands to do programming faster (because that's how it works in the TV shows right?).",https://drive.google.com/open?id=1WYqmenLMDQ7URfNNc9uUZ9UjZXkSFvwI,"Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【NEW OUTFIT REVEAL】Kukuku...New Clothes... + EXCITING ANNOUNCEMENT AT THE END!!! #AriseTakodachi --> 2025-05-13T02:09:14Z,ChuunIna is one of my favorite outfits. The hand over eyes gesture with the eyepatch makes this model 10/10 and it's so funny to watch her enjoy herself being Chuuni.,【3D LIVE】『EVERMORE』 Ninomae Ina'nis Birthday Live 2025 #EvermoreLIVE --> 2025-05-21T03:11:17Z,"This may be recency bias in play, but her Birthday Live has her singing songs and collabing with others and showing off a cool new outfit and I enjoyed every second of it. Ina was so cute <3",【R.E.P.O.】STAAAAYYYY ALIIIVEEE --> 2025-07-19T15:33:03Z,Ina collabing with others and having fun is always an enjoyable experience. It has a lot of clippable moments + a lot of Flare (Prime Takodachi) moments with Ina.
9/2/2025 22:56:35,_sock,Sock,"Happy Anniversary ina!
Already half a decade!? Amazing!
I hope to enjoy more wah-nderful times~
- Sock 2025",,Sock,"Category: Shapeshifter
Attributes: Greyscale & Relaxed
This Tako makes regular use of it's shapeshifting powers to spread good vibes and cheer, all in the aid of the priestess' peaceful takeover and in support of her and her friends.",https://drive.google.com/open?id=1RMo2uhkH35XMs-ByWGS8Ert-2XPViTNc,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",,,,,,
9/3/2025 3:41:55,Laffeydict, LasagnaLaffeydiction,"Happy Anniversary INAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
WAH!
Merry Helloween!
(144p Stream when)",,,"Category: Tophatdachi
Attributes: Beardy Eyebrows

""This Tako is eternaly sleepy and loves the floor. He wishes for his priestess to rest more.""",https://drive.google.com/open?id=1_VAdml98n4WT6345XcHLYZ0rcErga1W5,"Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",,Is it a problem if i can't decide? (they are all great),,,,
9/3/2025 7:21:10,ceraf,ceraf,Happy 5th INAversary!,,,,,"Website Only Submission, Stream messages submissions for the 3rd surprise",【INA INA KITCHEN】 Attempting To Make TakoCookies!!!! Happy Valentines Day!!! 【Sound + Pictures Only】 --> 2024-02-15T00:03:46Z,I loved this stream! Even watched it again as motivation while I made cookies for the first time ever using the official cookie cutters.,【COLLAB】 With Henya!!! My Brain Is Not Big Enough So We'll Play Some Sports Heh --> 2023-06-10T02:37:40Z,This was such a fun collab!! Love your interactions with Henya!,【3D SHOWCASE】IT'S FINALLY TIME!!!!!!!!!!!!!! #TakoTimes3 #Myth3Dkitaaa --> 2023-02-19T04:05:20Z,THE HUGS AND NOODLE ARMS...
9/3/2025 11:17:28,guinyus,Nyuusai,"Happy 5 Year Anniversary, Ina!! Congrats on this huge milestone. Thank you for being part of our lives for all this time. Your life lessons, art lessons, cookies, and bonks are things that I'll forever be grateful for. Here's to another 5 years!!",https://drive.google.com/open?id=1MGA1jPHDQLq3JlJL2FJ2a_rbWs6J6BQ-,,,,"Website Only Submission, Artwork submission for the 1st surprise, Stream messages submissions for the 3rd surprise",【DRAWING】 The Stream Where Ina Draws While Listening to Classical Music --> 2021-11-14T23:56:59Z,"I love this stream, drawing along side Ina while listening to classical music is such a comfy mood, Hope Ina does more of this one day please!",,,,
9/3/2025 16:01:17,takomonty,Takomonty,"Happy Mythversary Ina,

I say this every year, and it still rings true to this day: Thank you for inspiring me to draw again. The pursuit of illustration and animation has fulfilled a void I thought I'd never be able to close. Though it has come with its fair share of frustration, trials, and tribulations, I think ultimately this has become a guiding light for me.

I hope that you can continue to shine for years to come.",https://drive.google.com/open?id=1RCKaC_zfN5jjH3Ja0YJ0aLOV4KuAZmPp,Takomonty,"Category: Pictomancer
Attributes: Color Blind / Mute

""A perpetually tired tako run ragged by work and scholarly pursuits. It finds comfort in painting, jetpacks, and bardic ballads. It is often strangely silent, and communicates primarily through illustration rather than words; though some say that a picture is worth a thousand wahs""
",https://drive.google.com/open?id=1gsEJn_TzL3mVnoIdofiVL0_dyhCUllpE,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Stream messages submissions for the 3rd surprise",【No Case Should Remain Unsolved】 Think Ina Think --> 2024-05-25T00:22:25Z,"(13:55) ...I too am constantly engaged in custody battles with my family over my plushies. Mine. Precious. Gollum, Gollum.",「DAL ITEMS Vol.1」DRAW A LOT×初音ミク Art by Ninomae Ina’nis(hololive EN) Supported by Wacom/CLIP STUDIO --> 2021-06-17T00:47:28Z,"This two-part stream was one of my favorite drawing streams, just for the insight into the illustration process. This is the first time I'd ever seen a piece complete start to finish in its entirety.",【DRAWING】 Oh Boy It's Doodlin Time --> 2024-03-25T00:17:10Z,Comfy comfy drawing...
9/3/2025 17:45:08,stormyw,Stormy,"Happy 5th Anniversary Ina! I've been a quiet Tako, haven't had the money to buy merch or memberships but I've been here for 5 years too ( -1 month, whoops). I'm so glad that I've had you to keep my mood up throughout these 5 years. I'll be going to grad school soon and I look forward to being able to watch your future streams for inside a lab!",,,,,"Website Only Submission, Stream messages submissions for the 3rd surprise",【Random】 WHAT IS SLEEP HAHAHA --> 2025-01-05T19:03:15Z,Sleep? What is sleep? ,,,,
9/3/2025 19:40:07,vignedev,vignedev,"Happy 5th Inaversary~!!! Thank you for all the comfy streams to keep me company through uni, and also inspiring and motivating me to keep pursuing art related fields! — ω—)b",https://drive.google.com/open?id=1Ny3mQu8uiJ4OtIryswK_FzYANwUOTxGD,vignedev,"Category: Deadline Chaser
Attributes: Jittery / Hyped

""Tako with an unrestricted access to Elixirs of the Undying, ready to jump into action, even when their physical form is screaming in agony. Due to said condition however, they'll often take long breaks, resulting in tasks being done at the last minute, but always on time.""",https://drive.google.com/open?id=1rdHFmppK7E1-tnZLITdOb-3sSVRxbhcG,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【CHAT】 It's New Year's Eve!!!! It's Cold Outside... --> 2024-12-31T23:33:09Z,"During NYE I was stuck at home finishing up school work, and while I was left alone, Ina's stream had brought a smile to my face and I managed to power through the work.",【Lethal Company】 Sending In My Resume --> 2024-01-04T05:57:03Z,"This stream I remember fondly, as at that time I was pulling an all-nighter to finish my bacherlor thesis, and this stream definitely made the night a lot more fun and gave me the energy I needed to pull through the day.",【Will You Press The Button?】 HEH --> 2024-02-21T00:16:18Z,"At times I'll play this stream in the background while doing work around the house. I love the insight into Smol Ina's mind, accompanied by the brainworm of a BGM."
